"ENERGY STAR Unique ID","ENERGY STAR Partner","Brand Name","Model Name","Model Number","Additional Model Information","UPC","Type","Integrated Desktop Category","Product Marketed as a Workstation","Installed NPU","Motherboard Form Factor","Product DIMM Count","Operating System Name","Processor Brand","Processor Name","Physical CPU Cores (count)","CPU Packages (count)","CPU Base Clock Speed (GHz) ","CPU Maximum Clock Speed (GHz) ","System Memory (GB)","Multi-Channel Memory Support","Capable of Switchable Graphics","Switchable Graphics Enabled by Default in AC Mode ","Discrete Graphics Frame Buffer Bandwidth (GB/s) ","Discrete Graphics Frame Buffer Data Width (bits) ","Fast Ethernet Ports (count)","Gigabit Ethernet Ports (count) ","10 Gigabit Ethernet Ports (count)","Energy Efficient Ethernet (EEE) ","Number of Installed Storage Drives ","Number of Integrated Displays (count) ","Integrated Display Resolution (megapixels) ","Integrated Display Viewable Screen Area (sq in) ","Enhanced Performance Display Present ","Integrated Display Diagonal Screen Size (in)","Internal Power Supply Efficiency at 10% Load","Internal Power Supply Efficiency at 20% Load","Internal Power Supply Efficiency at 50% Load","Internal Power Supply Efficiency at 100% Load","Category I1/1 Internal Power Supply Efficiency at 50% Load","Category I1/1 Internal Power Supply Efficiency at 100% Load","External Power Supply Rated Power (W)","Internal Power Supply Rated Power (W)","MUX Device","Storage Technology","Total Battery Capacity (watt-hours)","Default Low-power Mode","Long Idle Power Used for Sleep Mode","Off Mode (watts)","Sleep Mode (watts)","Long Idle (watts)","Short Idle (watts)","Additional Measured Power in Short Idle at 115V (W) ","Base TEC Allowance (kWh)","Functional Adder Allowances (kWh)","TEC of Model (kWh)","Maximum TEC Requirements (Etec max) (kWh) ","Ethernet Capability","Touch Screen","Sleep Mode Default Time Upon Shipment (min.)","Display Sleep Mode Default Time Upon Shipment (min.)","WOL (Wake on LAN) From Sleep","Will the Speed of Any Active 1 GB/s or Higher Ethernet Network Links be Reduced to Less Than 1 GB/s When Transitioning to Sleep or Off Mode?","Date Available On Market","Date Certified","Markets","CB Model Identifier"
"4497533","Dynabook Americas, Inc.","dynabook","TECRA A50-K","PML30*","SATELLITE PRO A50-K,PML30*; SATELLITE PRO A50-K,PML31*; SATELLITE PRO A50-K,PML32*; SATELLITE PRO A50-K,PML33*; SATELLITE PRO A50-K,PML34*; SATELLITE PRO A50-K,PML35*; SATELLITE PRO R50-K,PML30*; SATELLITE PRO R50-K,PML31*; SATELLITE PRO R50-K,PML32*; SATELLITE PRO R50-K,PML33*; SATELLITE PRO R50-K,PML34*; SATELLITE PRO R50-K,PML35*; TECRA A50-K,PML31*; TECRA A50-K,PML32*; TECRA A50-K,PML33*; TECRA A50-K,PML34*; TECRA A50-K,PML35*",,"Notebook",,"No","No",,,"Windows 11","Intel","Core i7","14","1","1.9","5.2","64",,,,,,"0","1","0","Yes","1","1","2.07","103.27","No","15.6",,,,,,,"65",,"No","SSD","53","Connected Modern Standby","No","0.3","1.3","1.3","6.5","7.3","8","13.8","19.9","21.8","Yes","No","5","5","Shipped Disabled","Yes","03/31/2023","08/28/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1109262_PML30*_08212025172515_7688714"
"4497531","Dynabook Americas, Inc.","dynabook","PORTEGE X30W-M","PDA50*","PORTEGE X30W-M,PDA51*; PORTEGE X30W-M,PDA52*; PORTEGE X30W-M,PDA53*; PORTEGE X30W-M,PDA54*; PORTEGE X30W-M,PDA55*; PORTEGE X30W-M,PDA56*; PORTEGE X30W-M,PDA57*; PORTEGE X30W-M,PDA58*; PORTEGE X30W-M,PDA59*",,"Notebook",,"No","Yes",,,"Windows 11","Intel","Core Ultra 7","16","1","1.4","5","32",,,,,,,,,"No","1","1","2.07","75.24","No","13.3",,,,,,,"65",,"No","SSD","53","Connected Modern Standby","No","0.4","0.5","0.5","6.2","6.5","8","9.5","14.3","17.5","No","Yes","5","5",,,"10/31/2024","08/27/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1109262_PDA50*_08192025133122_8088342"
"4497529","HP Inc.","HP","HP 27 inch All-in-One Desktop PC 27-cr ENERGY STAR","27-cr","HP 27 inch All-in-One Desktop PC 27-cr ENERGY STAR,27-ct","196337765788;196548369508;196786924385;196786924392;196786924408;196786924415;196786924422;196786924439;196786932625;196786932632;196786932656;196786989377;196786989384;197029489906;197029960672;197029960689;197498879192;197498879208;197498879215;197961199505;197961199512;198701472261;198701472285;198701475255;198701475286;198701475316;198701475330;198828914859;198828914866;199251658693;199251658709","Integrated Desktop","Category 1",,"Yes",,"2","Windows 11","Intel","Core Ultra 7","12","1","1.7","4.8","32","No","No",,,,"0","1","0","Yes","2","1","2.07","312","No","27",,,,,,,"90",,"No","SSD",,"Connected Sleep","No","0.2","2.5","2.5","16.3",,"9","57","55.3","66","Yes","Yes","5","5","Shipped Enabled Under All Conditions","Yes","08/22/2025","08/28/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1024439_27-cr_082820250644951_9466006"
"4497527","HP Inc.","HP","HP Pro Tower 290 G9 E PCI Desktop PC ENERGY STAR","HP Pro Tower 290 G9 E PCI Desktop PC","HP ENVY Desktop PC TE01 ENERGY STAR,TE01; HP Pro Tower 200 G9 Desktop PC ENERGY STAR,HP Pro Tower 200 G9 Desktop PC; HP Pro Tower 280 G9 Desktop PC ENERGY STAR,HP Pro Tower 280 G9 Desktop PC; HP Pro Tower 280 G9 E PCI Desktop PC ENERGY STAR,HP Pro Tower 280 G9 E PCI Desktop PC; HP Pro Tower 288 G9 E PCI Desktop PC ENERGY STAR,HP Pro Tower 288 G9 E PCI Desktop PC; HP Pro Tower 290 G9 Desktop PC ENERGY STAR,HP Pro Tower 290 G9 Desktop PC; HP Pro Tower ZHAN 99 G9 Desktop PC ENERGY STAR,HP Pro Tower ZHAN 99 G9 Desktop PC","195122450441;196068999155;196068999162;196068999209;196786521881;196786521898;196786521904;197029914897;197029914903;197029917140;197192010488;197192010495;197192010501;197192010518;197192280836;197498126371;197498126388;197498185019;197498432076;197498432083;197498432090;197498432106;197498432113","Desktop",,,"No","Micro-ATX","2","Windows 11 Pro","Intel","Core i7","16","1","2.1","5.2","64","No","No",,"272","128",,"1",,"Yes","2",,,,,,"0.9","0.91",,,"0.91","0.88",,"500","No","3.5 inch HDD,SSD",,"Sleep Mode","No","0.3","1.9","25","26.8",,"41","64.2","100.2","104.7","Yes","No","20","5",,"Yes","10/15/2020","08/28/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1024439_HP Pro Tower 290 G9 E PCI Desktop PC_082820250609151_8023537"
"4497517","Shenzhen Dingsheng Technology Co., Ltd","Shenzhen Dingsheng Technology Co., Ltd.","OPS SOC I7-13800H","OPS SOC I7-13800H","I3-1210U,I3-1210U; I3-1215U,I3-1215U; I3-1220PE,I3-1220PE; I3-1220P,I3-1220P; I3-1315U,I3-1315U; I3-1320PE,I3-1320PE; I5-1230U,I5-1230U; I5-1235U,I5-1235U; I5-1240P,I5-1240P; I5-1240U,I5-1240U; I5-12450H,I5-12450H; I5-1245U,I5-1245U; I5-12500H,I5-12500H; I5-1250PE,I5-1250PE; I5-1250P,I5-1250P; I5-12600H,I5-12600H; I5-1334U,I5-1334U; I5-1335U,I5-1335U; I5-1340PE,I5-1340PE; I5-1340P,I5-1340P; I5-13420H,I5-13420H; I5-1345U,I5-1345U; I5-1348U,I5-1348U; I5-13500H,I5-13500H; I5-13505H,I5-13505H; I5-1350PE,I5-1350PE; I5-1350P,I5-1350P; I5-13600H,I5-13600H; I7-1250U,I7-1250U; I7-1255U,I7-1255U; I7-1260P,I7-1260P; I7-1260U,I7-1260U; I7-12650H,I7-12650H; I7-1265U,I7-1265U; I7-12700H,I7-12700H; I7-1270P,I7-1270P; I7-12800H,I7-12800H; I7-1280P,I7-1280P; I7-1355U,I7-1355U; I7-1360P,I7-1360P; I7-1365U,I7-1365U; I7-13700H,I7-13700H; I7-13705H,I7-13705H; I7-1370P,I7-1370P; OPS SOC I7-13620H,OPS SOC I7-13620H",,"Desktop",,,"No",,"1","Windows 10 pro","Intel","Core i5,Core i3,Core i7","14","1","2.5","5.2","16","No","No",,,,,"1",,"Yes","1",,,,,,,,,,,,"90.1",,"No","SSD",,"Sleep Mode","No","0.6","0.7","9","9.8",,"41","2.4","37","42.9","Yes","No","30","15","Shipped Enabled Under All Conditions","Yes","08/25/2025","08/25/2025","United States","ES_1152446_OPS SOC I7-13800H_25082025120000_0000001"
"4497516","HP Inc.","HP","OMEN Transcend 14 Gaming Laptop ENERGY STAR","14t-fb","OMEN Transcend 14 Gaming Laptop ENERGY STAR,14-fb; OMEN Transcend 14 inch Gaming Laptop PC ENERGY STAR,14-fb; OMEN Transcend 14 inch Gaming Laptop PC ENERGY STAR,14t-fb","197498356303;197498356310;197498356327;197498356341;197498356358;197498356365;197961398625;197961398632;197961398649;197961500301;197961500318;197961500325;197961773019;197961773026;197961773033;198415765307;198415765314;198415765321;198415765338;198415765345;198415765352;198415765369;198415765376;198415765383;198415765390;198415765406;198415765413;198415765420;198415765437;198415765444;199485799872;199485799896;199485799926;199485800363;199485800387;199485800417;199485800424;199485800431;199485800516;199485800554","Notebook",,"No","Yes",,,"Windows 11","Intel","Ultra 9 285H","16","1","2.9","5.4","64",,"Yes","Yes","384","128","0","0","0","No","1","1","5.18","88.25","No","14",,,,,,,,,"No","SDD","71","Modern Standby Mode","No","0.4","0.9","0.9","7.1","8.1","8","15.5","18.5","23.5","No","No","5","5",,,"01/19/2024","08/27/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1024439_14t-fb_082720250916527_2721464"
"4497481","ASUSTeK Computer Inc.","ASUS","NUC14SRK","NUC14SRK",,"197105490284;197105490291;197105490307;197105490314;197105490321;197105490338;197105490345;197105490352;197105490369;197105490376;197105490383;197105490390;197105490406;197105490413;197105490420;197105490437;197105490444;197105490451;197105490468;197105490475;197105490482;197105490499;197105490505;197105490512;197105490529;197105490536;197105490543;197105490550;197105490567;197105490574;197105490581;197105490598;197105490604;197105490611;197105490628;197105490635;197105547797;197105547803;197105549210;197105549227;197105628076;197105700611;197105766945","Desktop",,,"No",,"2","Windows 11 Home","Intel","Core Ultra 9","16","1","2.5","5.1","32","No","No",,"256","128","1",,,"Yes","1",,,,,,,,,,,,"330",,"No","SSD",,"Modern Standby","Yes","1","3.1","3.1","13.5",,"41","51","51.7","91.5","Yes","No","5","5",,,"03/26/2024","08/27/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_41973_NUC14SRK_082720250933338_4122747"
"4497480","HP Inc.","HP","HP Pro SFF 290 G9 Desktop PC ENERGY STAR","HP Pro SFF 290 G9 Desktop PC","HP Pro SFF 280 G9 Desktop PC ENERGY STAR,HP Pro SFF 280 G9 Desktop PC; HP Pro SFF ZHAN 66 G9 Desktop PC ENERGY STAR,HP Pro SFF ZHAN 66 G9 Desktop PC","196068976538;196068976545;196068976552;196068976569;196188414545;197029915191;197029915207;197029915214;197192014684","Desktop",,,"No","Micro-ATX","2","Windows 11 Pro","Intel","Core i7","16","1","2.1","5.2","64","No","No",,"64","32",,"1",,"Yes","1",,,,,,"0.89","0.91",,,"0.93","0.9",,"240","No","SSD",,"Sleep Mode","No","0.2","1.6","6.7","15.1",,"41","34.5","51.9","75","Yes","No","20","5","Shipped Enabled Under All Conditions","Yes","10/15/2020","08/27/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1024439_HP Pro SFF 290 G9 Desktop PC_082720250749934_9133997"
"4497358","HP Inc.","HP","HP Engage Go 10 Convertible System (ENERGY STAR)","HSC-I001R",,,"Integrated Desktop","Category 1",,"No",,"0","Windows 10","Intel","Core i5","4","1","1.1","4.2","16","No",,,,,"0","0","0","No","1","1","2.16","46.15","No","10",,,,,,,"65",,"No","SSD",,"Connected Sleep","No","0.9","1.6","1.6","5.4",,"8","20.6","23.1","28.4","No","Yes","20","10",,,"09/07/2021","08/26/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1024439_HSC-I001R_08262025132428_9514782"
"4497357","HP Inc.","HP","HP Chromebook G1m 11 ENERGY STAR","G1m 11","HP Chromebook G1m 11"" ENERGY STAR,G1m 11""; HP Chromebook G1m 11 inch ENERGY STAR,G1m 11 inch","198415867216;198415867223;198415867247;198415867254","Notebook",,"No","No",,,"Chrome OS","Other","Media Tek Kompanio 520 (MT8186)","8","1","2","2","8",,,,,,"0","0","0","No","1","1","1.05","57.48","No","11.6",,,,,,,"45",,"No","SDD","37.6","Sleep Mode","No","0.2","0.2","0.8","3","3.6","8","4.4","7.4","12.2","No","No","8","8",,,"01/24/2025","08/26/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1024439_G1m 11_08262025131325_9133928"
"4497356","HP Inc.","HP","HP Engage Go 13.5 inch Mobile System (ENERGY STAR)","HSC-I006R","HP Engage Go 13.5 inch Convertible System (ENERGY STAR); HP Engage Go 13.5 inch (ENERGY STAR)","196786160943;196786160950;196786160967;196786160974","Slate/Tablet",,"No","No",,,"Windows 11",,,,"1","1.1","4.2","16",,,,,,"0","0","0","No","1","1","2.46","84.12","No","13.5",,,,,,,"65",,"No","SDD","42","Connected Sleep","No","0.4","0.8","0.8","5.9",,"8","8.6","15.5","16.4","No","Yes","10","10",,,"11/30/2022","08/26/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1024439_HSC-I006R_08262025131300_5386199"
"4497355","HP Inc.","HP","HP Engage Go 10 Mobile System (ENERGY STAR)","HSC-I001R",,,"Slate/Tablet",,"No","No",,,"Windows 10",,,,"1","1.1","4.2","16",,,,,,"0","0","0","No","1","1","2.16","46.15","No","10",,,,,,,"65",,"No","SDD","38","Connected Sleep","No","0.3","0.7","0.7","4.8",,"8","6.3","13.2","14.1","No","Yes","20","10",,,"09/07/2021","08/26/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1024439_HSC-I001R_08262025131235_7536282"
"4497336","Clientron Corporation","UltrArmor","UA2","N260",,,"Thin Client",,,,,,"Windows 10","Intel","N100","4","1","0.8","0.8","4",,,,,,,"1",,"Yes",,,,,,,,,,,,,,,,"mSATA SSD",,"Sleep Mode","No","0.3","0.4","5.8","6.4",,,,"28.5","33","Yes",,"15","10","Shipped Enabled Under All Conditions",,"08/01/2024","08/26/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1093736_N260_082620250252895_7814658"
"4481890","Lenovo Group Limited","Lenovo","Legion 5 15AHP10","Legion 5 15AHP10","Legion R7000 AHP10, Lenovo Legion 5 15AHP10 D1, Lenovo Legion 5 15AHP10 D2, Lenovo Legion 5 15AHP10 D3, Lenovo Legion 5 15AHP10 D4,Legion R7000 AHP10, Lenovo Legion 5 15AHP10 D1, Lenovo Legion 5 15AHP10 D2, Lenovo Legion 5 15AHP10 D3, Lenovo Legion 5 15AHP10 D4",,"Notebook",,"No","No",,,"Windows 11","AMD","Ryzen 7","8","1","3.8","5.1","32",,"Yes","Yes","384","128",,"1",,"No","2","1","4.1","105.16","Yes","15.3",,,,,,,"245",,"Yes","SSD","80","Sleep Mode","Yes","0.2","0.9","0.9","8.3","8.5","8","19.8","20.4","27.6","Yes","No","5","5","Shipped Disabled",,"06/09/2025","08/14/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1037540_Legion 5 15AHP10_08222025193236_4759568"
"4481889","Lenovo Group Limited","Lenovo","Legion 5 15AKP10","Legion 5 15AKP10","Legion R7000 AKP10, Lenovo Legion 5 15AKP10 D1, Lenovo Legion 5 15AKP10 D2,Legion R7000 AKP10, Lenovo Legion 5 15AKP10 D1, Lenovo Legion 5 15AKP10 D2",,"Notebook",,"No","No",,,"Windows 11","AMD","Ryzen 7","8","1","2","5","32",,"Yes","Yes","384","128",,"1",,"No","2","1","4.1","101.76","Yes","15.1",,,,,,,"245",,"Yes","SSD","80","Sleep Mode","Yes","0.2","0.9","0.9","9.3","9.8","8","19.6","21.9","27.4","Yes","No","5","5","Shipped Disabled",,"06/09/2025","08/14/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1037540_Legion 5 15AKP10_08222025191640_2919924"
"4481888","Lenovo Group Limited","Lenovo","Legion 5 15IRX10","Legion 5 15IRX10","Legion Y7000 IRX10, Lenovo Legion 5 15IRX10 D1, Lenovo Legion 5 15IRX10 D2, Lenovo Legion 5 15IRX10 D3, Lenovo Legion 5 15IRX10 D4,Legion Y7000 IRX10, Lenovo Legion 5 15IRX10 D1, Lenovo Legion 5 15IRX10 D2, Lenovo Legion 5 15IRX10 D3, Lenovo Legion 5 15IRX10 D4",,"Notebook",,"No","No",,,"Windows 11","Intel","Core i9","24","1","2.2","5.8","32",,"Yes","Yes","384","128",,"1",,"No","2","1","4.1","101.76","Yes","15.1",,,,,,,"245",,"Yes","SSD","80","Sleep Mode","No","0.2","1.2","4.1","9","9.9","8","19.6","26.1","27.4","Yes","No","15","5","Shipped Disabled",,"06/08/2025","08/14/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1037540_Legion 5 15IRX10_08222025190154_6820080"
"4481887","Lenovo Group Limited","Lenovo","Legion 5 15IAX10","Legion 5 15IAX10","Legion Y7000 IAX10, Lenovo Legion 5 15IAX10 D1, Lenovo Legion 5 15IAX10 D2,Legion Y7000 IAX10, Lenovo Legion 5 15IAX10 D1, Lenovo Legion 5 15IAX10 D2",,"Notebook",,"No","No",,,"Windows 11","Intel","Core Ultra 9","24","1","2.7","5.4","32",,"Yes","Yes","384","128",,"1",,"No","2","1","4.1","105.16","No","15.3",,,,,,,"245",,"Yes","SSD","80","Sleep Mode","No","0.2","0.9","4.1","8.2","8.4","8","19.8","22.8","27.6","Yes","No","15","5","Shipped Disabled",,"06/08/2025","08/13/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1037540_Legion 5 15IAX10_08222025184044_5498712"
"4481885","Acer Incorporated","Acer","N24Q6","TMP216-51-G2","N24Q6,TMP216-51-G2-TCO; N24Q6,TMP216-51T-G2; N24Q6,TMP216-51T-G2-TCO","195133247825;195133249140;195133249157;195133251266;195133259330;195133259934;195133277129;195133303675","Notebook",,"No","No",,,"Windows 11 Pro","Intel","Core 7 150U","10","1","1.8","5.1","32",,"No","No",,,"1","1",,"Yes","1","1","2.3","115","No","16",,,,,,,"65",,"No","SSD","65","ALPM","Yes","0.5","0.9","0.9","5.6","6.4","8","10.9","15.9","18.7","Yes","No","5","5","Shipped Disabled",,"01/23/2024","08/22/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_20101_TMP216-51-G2_082020250935653_8770830"
"4481884","ASUSTeK Computer Inc.","ASUS","PM670KA","PM670KA","PM670KA,VM670KA","199291256118","Integrated Desktop","Category 2",,"No",,"2","Windows 11 Pro","AMD","Ryzen AI 7","8","1","2","5","32","No",,,,,,"1",,"Yes","2","1","2.07","310.92","No","27",,,,,,,"120",,"No","SSD",,"Modern Standby","Yes","0.2","0.8","0.8","17.8",,"19","57.3","50.9","76.2","Yes","Yes","5","5",,,"09/30/2025","08/22/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_41973_PM670KA_081920250839823_3312679"
"4481871","Getac Technology Corporation","GETAC","V120","V120",,,"Notebook",,"No","No",,,"Windows 11","Intel","Core Ultra 5,Core Ultra 7","16","1","2.2","5.3","32",,,,,,,,,"Yes","1","1","2.3","66.85","No","12.2",,,,,,,"65",,"No","SDD","88.2","ALPM","Yes","0.3","1","2","5.4",,"8","15.1","16.1","22.9","Yes","Yes","30","10","Shipped Enabled Under All Conditions","No","07/25/2025","07/10/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_14138_V120_07102025181400_0000001"
"4481870","Getac Technology Corporation","GETAC","F120","F120",,,"Slate/Tablet",,"No","No",,,"Windows 11",,,,"1","2.2","5.1","32",,,,,,,,,"Yes","1","1","2.3","66.85","No","12.2",,,,,,,"65",,"No","SDD","88.2","Off Mode with Hibernation","No","0.2","0.6","1.3","4",,"8","9.5","11.5","17.3","Yes","Yes","30","10","Shipped Enabled Under All Conditions","No","07/28/2025","07/11/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_14138_F120_07112025190900_0000001"
"4481823","Dell Inc.","DELL","P185G","PV14250","P185G,Dell Pro 14 Essential PV14250",,"Notebook",,"No","No",,,"Windows 11, Ubuntu","Intel","Core(TM) 7 150U","10","1","1.8","5.4","32",,"Yes","Yes",,,,,,"No","1","1","2.3","88",,"14",,,,,,,"65",,"No","SSD","64","ALPM","Yes","0.3","0.6","0.6","6","6.2","8","9.6","14.7","17.4","No","No","10","10",,,"08/27/2025","08/21/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_29573_PV14250_082220250122284_2109733"
"4481490","HP Inc.","HP","HP ProOne 440 23.8 inch G9 All-in-One Desktop PC (ENERGY STAR)","HSC-I003-24","HP ZHAN 99 Pro 23.8 inch G9 All-in-One Desktop PC (ENERGY STAR)","196337150652;196337150669;196337150690;196337452640","Integrated Desktop","Category 2",,"No",,"2","Windows 11","Intel","Pentium","2","1","3.7","3.7","64","No","Yes",,,,"0","1","0","Yes","3","1","2.07","242.04","No","23.8",,,,,,,"230",,"No","SSD",,"Connected Sleep","No","1","2.1","2.1","16.8",,"19","62.8","55.6","81.7","Yes","Yes","20","10","Shipped Enabled Under All Conditions","Yes","03/14/2022","08/21/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1024439_HSC-I003-24_08212025135644_1031140"
"4481489","Dell Inc.","DELL","P112F","Dell Pro 15 Essential PV15255",,,"Notebook",,"No","No",,,"Windows 11","AMD","Ryzen 7","8","1","2","4.5","16",,,,,,"0","0","0","No","1","1","2.07","103.99","No","15.6",,,,,,,"65",,"No","SDD","41","Connected Sleep","No","0.2","0.4","0.4","5.4","6.1","8","8.3","11.8","16.1","No","No","10","10",,,"08/29/2025","08/21/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_29573_Dell Pro 15 Essential PV1_08212025134859_3607846"
"4481478","Getac Technology Corporation","GETAC","UX10","UX10",,,"Slate/Tablet",,"No","No",,,"Windows 11",,,,"1","2.2","5","32",,,,,,,,,"No","1","1","2.3","45.74","No","10.1",,,,,,,"65",,"No","SDD","115.3","Off Mode with Hibernation","No","0.3","1","1.5","3.6",,"8","8.3","12.8","16.1","No","Yes",,"10",,,"08/20/2025","08/13/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_14138_UX10_08112025133000_0000001"
"4481477","Dell Inc.","DELL","P185G","PV14250","P185G,Dell Pro 14 Essential PV14250",,"Notebook",,"No","No",,,"Windows 11, Ubuntu","Intel","Core(TM) 7 150U","10","1","1.8","5.4","32",,"Yes","Yes",,,,,,"No","1","1","2.3","88",,"14",,,,,,,"65",,"No","SSD","64","ALPM","Yes","0.3","0.6","0.6","6","6.2","8","9.6","14.7","17.4","No","No","10","10",,,"08/27/2025","08/21/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_29573_PV14250_082120250716228_7320542"
"4481475","Getac Technology Corporation","GETAC","F110-501","F110-501",,,"Slate/Tablet",,"No","No",,,"Windows 11",,,,"1","1.3","4.4","8",,,,,,,,,"No","1","1","2.1","57.36","No","11.6",,,,,,,"90",,"No","SDD","60.2","Off Mode with Hibernation","No","0.3","0.6","1.6","3.8",,"8","5.9","11.1","13.7","No","Yes","30","10","Shipped Disabled","No","08/12/2025","08/12/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_14138_F110-501_07292025145500_0000001"
"4481474","ASUSTeK Computer Inc.","ASUS","S5507Q","S5507Q","S5507Q,K5507Q; S5507Q,P5507CQ; S5507Q,V5507Q","197105537484;197105553712;197105613966;197105638051;197105644434;197105657755;197105691964","Notebook",,"No","Yes",,,"Windows 11 Pro","Qualcomm","Snapdragon X Elite","12","1","3.4","4","32",,,,,,,"0",,"No","1","1","4.67","103.31","No","15.6",,,,,,,"90",,"No","SSD","70","Modern Standby","Yes","0.3","0.8","0.8","6.4","7.7","8","12.1","16.3","19.9","No","No","5","5",,,"06/04/2024","08/21/2025","United States, Japan, Canada, Taiwan, Switzerland","ES_41973_S5507Q_082120250538984_5931367"
"4481447","Dynabook Americas, Inc.","dynabook","PORTEGE Z40L-N","PPE20*","PORTEGE Z40L-N,PPE21*; PORTEGE Z40L-N,PPE22*; PORTEGE Z40L-N,PPE23*; PORTEGE Z40L-N,PPE24*; PORTEGE Z40L-N,PPE25*; PORTEGE Z40L-N,PPE26*; PORTEGE Z40L-N,PPE27*",,"Notebook",,"No","Yes",,,"Windows 11","Intel","Core Ultra 7","8","1","2.2","5","32",,,,,,"0","1","0","Yes","1","1","2.3","88.12","No","14",,,,,,,"65",,"No","SSD","56","Connected Modern Standby","No","0.3","0.6","0.6","3.5","4","8","10.4","10.2","18.4","Yes","Yes","5","5","Shipped Disabled","Yes","03/07/2025","08/20/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1109262_PPE20*_08072025182043_4539605"
"4481443","VASTEC S.A.","Vastec","All in one PC","PrimeOne PF2402-K","All in one PC,PF24********; All in one PC,PF2401-F; All in one PC,PF2401-O; All in one PC,PF2401-V; All in one PC,PF2402-D; All in one PC,PF2402-K; All in one PC,PF2403-M; All in one PC,PF2403-T; All in one PC,PF2404-3; All in one PC,PF2404-T; All in one PC,PF2405-D; All in one PC,PF2406-V",,"Integrated Desktop","Category 2",,"No","Mini-ITX","2","Windows 11 Pro","Intel","Core i3","4","8","3.3","4.3","32","No","No",,,,,"1",,"Yes","1",,"2.07","242.18",,"23.8",,,,,,,"120.1",,"No","SSD",,"Sleep Mode","No","1","1.7","6.3","15.6",,"19","0","54.3","63.3","Yes","No","15","5","Shipped Enabled When Operating on Ac Power Only","Yes","08/15/2025","08/15/2025","United States, Canada","ES_1148167_PrimeOne PF2402-K_08202025030107_2440896"
"4481442","VASTEC S.A.","Vastec","All in one PC","PrimeOne PF2702-K","All in one PC,PF27********; All in one PC,PF2701-F; All in one PC,PF2701-O; All in one PC,PF2701-V; All in one PC,PF2702-D; All in one PC,PF2702-K; All in one PC,PF2703-D; All in one PC,PF2703-M; All in one PC,PF2703-T; All in one PC,PF2704-T; All in one PC,PF2705-D; All in one PC,PF2706-V",,"Integrated Desktop","Category 2",,"No","Mini-ITX","2","Windows 11 Pro","Intel","Core i3","4","8","3.3","4.3","32","No","No",,,,,"1",,"Yes","1",,"2.07","311.44",,"27",,,,,,,"120.1",,"No","SSD",,"Sleep Mode","No","1","1.7","6.7","16.6",,"19","0","57.3","68.7","Yes","No","15","5","Shipped Enabled When Operating on Ac Power Only","Yes","08/15/2025","08/15/2025","United States, Canada","ES_1148167_PrimeOne PF2702-K_08202025033915_3974518"
"4481416","JP SA Couto, SA","Jp. ik","T141T","T141T","LEAP T208r,LEAP T208r; LEAP T209r,LEAP T209r; T141J,T141J; T141N,JPLT209-0*,(Where * can be any number from 0-9); T141N,T141N; T141T,JPLT208-0*,(Where * can be any number from 0-9)",,"Notebook",,"No","No",,,"Windows 11","Intel","Alder Lake-N100","1","4","0.8","3.4","128",,,,,,,,,"No","1","1","1.05","57.74","No","11.6",,,,,,,"30",,"No","SSD","30.4","None",,"0.6","1.5","3.9","6.6",,"8","20.4","23.4","28.4","No","Yes","3","3","Shipped Enabled Under All Conditions","Yes","07/10/2025","07/16/2025","United States","ES_1095578_T141T_082020250049976_2874432"
